time of insert, time of get, number of rehashed, number of keys
20814,2891,undefined,100000
197727,33674,undefined,1000000
2025148,339150,undefined,10000000
20010963,3259898,undefined,100000000
22,3,undefined,100
188,27,undefined,1000
1868,274,undefined,10000
19663,2663,undefined,100000
195400,35074,undefined,1000000
1910111,317373,undefined,10000000
19964622,3155114,undefined,100000000
27,3,undefined,100
233,28,undefined,1000
1796,285,undefined,10000
18693,2742,undefined,100000
197819,31201,undefined,1000000
1820081,318837,undefined,10000000
19725633,3151047,undefined,100000000
22,3,undefined,100
191,34,undefined,1000
1904,344,undefined,10000
19691,2723,undefined,100000
182085,31848,undefined,1000000
1823025,314576,undefined,10000000
20236323,3204394,undefined,100000000
22,3,undefined,100
194,32,undefined,1000
1912,339,undefined,10000
20421,2737,undefined,100000
183544,33038,undefined,1000000
1839683,314295,undefined,10000000
24566161,3265721,undefined,100000000
25,3,undefined,100
191,28,undefined,1000
1859,342,undefined,10000
19877,2741,undefined,100000
185373,32531,undefined,1000000
1869470,312342,undefined,10000000
23941862,3273752,undefined,100000000
22,3,undefined,100
191,35,undefined,1000
1910,378,undefined,10000
20044,2701,undefined,100000
184758,30957,undefined,1000000
1890550,316023,undefined,10000000
24898409,3495673,undefined,100000000
22,3,undefined,100
190,27,undefined,1000
1859,277,undefined,10000
19801,2760,undefined,100000
188969,30945,undefined,1000000
1839366,320377,undefined,10000000
20581909,3163497,undefined,100000000
22,3,undefined,100
190,33,undefined,1000
1850,275,undefined,10000
19365,2847,undefined,100000
189008,32397,undefined,1000000
1960626,315631,undefined,10000000
24719251,3270198,undefined,100000000
22,3,undefined,100
192,27,undefined,1000
1801,341,undefined,10000
19138,2922,undefined,100000
196864,32254,undefined,1000000
1853119,314378,undefined,10000000
20613767,3188008,undefined,100000000
22,3,undefined,100
206,28,undefined,1000
1860,341,undefined,10000
20244,2817,undefined,100000
188665,31933,undefined,1000000
1893662,319622,undefined,10000000
20583667,3144937,undefined,100000000
25,3,undefined,100
212,27,undefined,1000
1827,342,undefined,10000
20204,2697,undefined,100000
191074,32203,undefined,1000000
1858796,317084,undefined,10000000
25209951,3284619,undefined,100000000
23,3,undefined,100
205,28,undefined,1000
1865,276,undefined,10000
20620,2822,undefined,100000
186637,32181,undefined,1000000
1884374,323896,undefined,10000000
20695301,3192736,undefined,100000000
22,3,undefined,100
196,28,undefined,1000
1869,275,undefined,10000
20172,2808,undefined,100000
187668,31412,undefined,1000000
1877301,322334,undefined,10000000
25319805,3303724,undefined,100000000
22,3,undefined,100
193,28,undefined,1000
1839,347,undefined,10000
20324,2813,undefined,100000
185533,31910,undefined,1000000
1860134,320713,undefined,10000000
25252869,3229236,undefined,100000000
21,3,undefined,100
195,28,undefined,1000
1872,346,undefined,10000
19898,2702,undefined,100000
189474,32506,undefined,1000000
1969348,320161,undefined,10000000
20821685,3204311,undefined,100000000
26,3,undefined,100
191,27,undefined,1000
1934,320,undefined,10000
19084,2940,undefined,100000
197896,32432,undefined,1000000
1865780,319509,undefined,10000000
20923094,3192331,undefined,100000000
23,3,undefined,100
234,29,undefined,1000
2009,277,undefined,10000
19606,2774,undefined,100000
185015,31627,undefined,1000000
1882593,323790,undefined,10000000
26121476,3295927,undefined,100000000
24,3,undefined,100
191,28,undefined,1000
1907,343,undefined,10000
20529,2712,undefined,100000
192528,31687,undefined,1000000
1911411,324687,undefined,10000000
25777891,3245914,undefined,100000000
23,3,undefined,100
190,28,undefined,1000
1901,375,undefined,10000
19759,2900,undefined,100000
188070,32265,undefined,1000000
1945411,318022,undefined,10000000
21097289,3159854,undefined,100000000
22,3,undefined,100
198,27,undefined,1000
1899,345,undefined,10000
20543,2648,undefined,100000
189305,31277,undefined,1000000
1895085,325347,undefined,10000000
21651625,3161553,undefined,100000000
24,3,undefined,100
189,28,undefined,1000
1941,344,undefined,10000
19858,2712,undefined,100000
186360,31108,undefined,1000000
1888814,319375,undefined,10000000
25632728,3318462,undefined,100000000
23,3,undefined,100
184,29,undefined,1000
1904,309,undefined,10000
19561,3015,undefined,100000
192923,31808,undefined,1000000
2024560,324890,undefined,10000000
21356446,3158285,undefined,100000000
22,3,undefined,100
186,28,undefined,1000
1822,274,undefined,10000
19168,2769,undefined,100000
200946,31471,undefined,1000000
2050133,320059,undefined,10000000
21304208,3211974,undefined,100000000
23,3,undefined,100
198,28,undefined,1000
1929,351,undefined,10000
20520,2901,undefined,100000
189547,31663,undefined,1000000
1896145,323148,undefined,10000000
21504538,3169022,undefined,100000000
25,3,undefined,100
192,28,undefined,1000
1913,344,undefined,10000
20955,2725,undefined,100000
191954,32108,undefined,1000000
1899155,316003,undefined,10000000
26784972,3257452,undefined,100000000
25,3,undefined,100
191,28,undefined,1000
1862,320,undefined,10000
21026,2885,undefined,100000
195597,33126,undefined,1000000
2002308,335059,undefined,10000000
21564291,3245619,undefined,100000000
23,4,undefined,100
194,28,undefined,1000
1933,344,undefined,10000
19858,2872,undefined,100000
191440,31250,undefined,1000000
1955918,321052,undefined,10000000
21904126,3177505,undefined,100000000
25,3,undefined,100
198,28,undefined,1000
1937,351,undefined,10000
20487,3143,undefined,100000
191164,31428,undefined,1000000
1933100,319456,undefined,10000000
21677288,3246188,undefined,100000000
24,4,undefined,100
189,28,undefined,1000
1836,274,undefined,10000
21350,2985,undefined,100000
190226,32058,undefined,1000000
1900573,320154,undefined,10000000
21696789,3173491,undefined,100000000
23,3,undefined,100
194,32,undefined,1000
1930,349,undefined,10000
19925,2874,undefined,100000
190476,32020,undefined,1000000
1907948,318234,undefined,10000000
21763675,3241309,undefined,100000000
28,4,undefined,100
188,27,undefined,1000
1891,277,undefined,10000
20120,3020,undefined,100000
185720,31475,undefined,1000000
1940345,325374,undefined,10000000
21494478,3170363,undefined,100000000
21,3,undefined,100
177,26,undefined,1000
1712,332,undefined,10000
19117,2764,undefined,100000
186160,32405,undefined,1000000
2026739,322441,undefined,10000000
21361972,3228757,undefined,100000000
22,3,undefined,100
183,27,undefined,1000
1720,265,undefined,10000
19253,2671,undefined,100000
186514,35693,undefined,1000000
1894528,318198,undefined,10000000
21714208,3213116,undefined,100000000
21,3,undefined,100
178,27,undefined,1000
1702,321,undefined,10000
19288,2712,undefined,100000
186301,31825,undefined,1000000
1908706,319891,undefined,10000000
21578274,3218317,undefined,100000000
21,3,undefined,100
173,26,undefined,1000
1689,265,undefined,10000
18853,2737,undefined,100000
184947,32170,undefined,1000000
1897316,318081,undefined,10000000
21653241,3237271,undefined,100000000
26,3,undefined,100
185,28,undefined,1000
1782,278,undefined,10000
18274,2675,undefined,100000
185648,32229,undefined,1000000
1915488,326621,undefined,10000000
21573087,3186798,undefined,100000000
22,3,undefined,100
180,27,undefined,1000
1744,276,undefined,10000
18407,2882,undefined,100000
184966,31482,undefined,1000000
1986426,323559,undefined,10000000
21772536,3179836,undefined,100000000
21,3,undefined,100
176,27,undefined,1000
1714,328,undefined,10000
19070,2788,undefined,100000
187641,32701,undefined,1000000
1917754,318028,undefined,10000000
21856441,3235328,undefined,100000000
22,3,undefined,100
173,27,undefined,1000
1706,267,undefined,10000
20091,2815,undefined,100000
186814,31843,undefined,1000000
1906459,320826,undefined,10000000
21669072,3175549,undefined,100000000
21,3,undefined,100
173,27,undefined,1000
1676,262,undefined,10000
19208,2829,undefined,100000
191541,32088,undefined,1000000
1924039,323033,undefined,10000000
21804234,3233918,undefined,100000000
22,3,undefined,100
187,29,undefined,1000
1797,353,undefined,10000
19145,2930,undefined,100000
186326,32673,undefined,1000000
1901327,321369,undefined,10000000
22112890,3189807,undefined,100000000
22,3,undefined,100
182,27,undefined,1000
1685,267,undefined,10000
20021,2964,undefined,100000
188758,32540,undefined,1000000
1913856,322136,undefined,10000000
22225514,3232526,undefined,100000000
23,3,undefined,100
185,30,undefined,1000
1909,357,undefined,10000
18613,2902,undefined,100000
187512,32470,undefined,1000000
1907314,325225,undefined,10000000
22177658,3171058,undefined,100000000
23,3,undefined,100
185,28,undefined,1000
1739,347,undefined,10000
18843,2950,undefined,100000
186205,31898,undefined,1000000
2027360,322727,undefined,10000000
22050946,3221551,undefined,100000000
22,3,undefined,100
176,27,undefined,1000
1690,332,undefined,10000
19176,2773,undefined,100000
185597,31712,undefined,1000000
1926788,322942,undefined,10000000
22257804,3236700,undefined,100000000
22,3,undefined,100
200,28,undefined,1000
1746,329,undefined,10000
19167,3059,undefined,100000
186215,32345,undefined,1000000
1924561,317723,undefined,10000000
22266932,3172119,undefined,100000000
21,3,undefined,100
174,26,undefined,1000
1711,336,undefined,10000
18599,2681,undefined,100000
189937,31841,undefined,1000000
1922407,317647,undefined,10000000
22570402,3167362,undefined,100000000
21,3,undefined,100
176,27,undefined,1000
1691,271,undefined,10000
20533,3037,undefined,100000
187569,30986,undefined,1000000
1929346,324091,undefined,10000000
22303112,3171878,undefined,100000000
22,3,undefined,100
177,26,undefined,1000
1724,326,undefined,10000
18597,2932,undefined,100000
186863,31380,undefined,1000000
1933565,320362,undefined,10000000
22382116,3237684,undefined,100000000
24,3,undefined,100
178,28,undefined,1000
1741,273,undefined,10000
18195,2797,undefined,100000
187304,31741,undefined,1000000
1930911,318895,undefined,10000000
22203181,3258761,undefined,100000000
23,3,undefined,100
199,28,undefined,1000
1740,275,undefined,10000
18421,2830,undefined,100000
185939,31938,undefined,1000000
1988246,322358,undefined,10000000
22134051,3201269,undefined,100000000
24,3,undefined,100
183,28,undefined,1000
1786,345,undefined,10000
20273,2688,undefined,100000
187826,32451,undefined,1000000
1930841,316932,undefined,10000000
22006229,3219912,undefined,100000000
22,3,undefined,100
188,28,undefined,1000
1932,342,undefined,10000
18868,2805,undefined,100000
185878,31219,undefined,1000000
1932399,318205,undefined,10000000
22304221,3226221,undefined,100000000
23,3,undefined,100
234,29,undefined,1000
1791,345,undefined,10000
19860,2814,undefined,100000
187201,32037,undefined,1000000
1917444,319025,undefined,10000000
22148533,3196110,undefined,100000000
21,3,undefined,100
196,27,undefined,1000
1688,267,undefined,10000
18378,2818,undefined,100000
185217,31827,undefined,1000000
2041145,323848,undefined,10000000
22305152,3239736,undefined,100000000
21,3,undefined,100
174,27,undefined,1000
1693,267,undefined,10000
18809,2745,undefined,100000
184962,31956,undefined,1000000
1916706,318999,undefined,10000000
22155293,3178044,undefined,100000000
27,3,undefined,100
185,28,undefined,1000
1772,291,undefined,10000
18575,2710,undefined,100000
187691,34657,undefined,1000000
1906891,315089,undefined,10000000
22234489,3242941,undefined,100000000
23,3,undefined,100
183,28,undefined,1000
1756,344,undefined,10000
18424,2865,undefined,100000
186825,32366,undefined,1000000
2018363,318803,undefined,10000000
22129919,3174372,undefined,100000000
24,3,undefined,100
187,28,undefined,1000
1833,346,undefined,10000
19308,3013,undefined,100000
187777,31909,undefined,1000000
1906927,323250,undefined,10000000
22101354,3210346,undefined,100000000
23,3,undefined,100
171,27,undefined,1000
2236,333,undefined,10000
20782,3553,undefined,100000
191276,33253,undefined,1000000
1936837,324414,undefined,10000000
22338736,3244878,undefined,100000000
34,4,undefined,100
177,27,undefined,1000
1704,282,undefined,10000
18611,2813,undefined,100000
185560,31361,undefined,1000000
1924941,324305,undefined,10000000
22350937,3189142,undefined,100000000
21,3,undefined,100
186,27,undefined,1000
1667,262,undefined,10000
18775,2950,undefined,100000
185508,31724,undefined,1000000
1932679,318932,undefined,10000000
22286782,3180308,undefined,100000000
24,3,undefined,100
189,28,undefined,1000
1770,277,undefined,10000
18786,2723,undefined,100000
185667,32137,undefined,1000000
1915419,322805,undefined,10000000
22201016,3181857,undefined,100000000
23,3,undefined,100
239,29,undefined,1000
1766,344,undefined,10000
18846,2887,undefined,100000
187010,32815,undefined,1000000
1920330,318411,undefined,10000000
22463320,3185368,undefined,100000000
27,3,undefined,100
181,28,undefined,1000
1775,343,undefined,10000
18692,2982,undefined,100000
185235,32660,undefined,1000000
2036800,322986,undefined,10000000
22327188,3230174,undefined,100000000
23,3,undefined,100
189,28,undefined,1000
1778,277,undefined,10000
19770,3005,undefined,100000
185598,32421,undefined,1000000
1922646,322235,undefined,10000000
22431154,3184765,undefined,100000000
22,3,undefined,100
177,29,undefined,1000
1699,265,undefined,10000
21052,3195,undefined,100000
186252,31837,undefined,1000000
1913968,319710,undefined,10000000
23651466,3382710,undefined,100000000
32,6,undefined,100
239,60,undefined,1000
1793,345,undefined,10000
19486,2938,undefined,100000
193285,32419,undefined,1000000
2046709,349567,undefined,10000000
23765343,3409235,undefined,100000000
38,7,undefined,100
184,28,undefined,1000
1810,349,undefined,10000
19850,3046,undefined,100000
194828,32627,undefined,1000000
2049240,342185,undefined,10000000
23642177,3373247,undefined,100000000
29,7,undefined,100
256,35,undefined,1000
1742,366,undefined,10000
19385,2870,undefined,100000
194150,32003,undefined,1000000
2032538,336731,undefined,10000000
23566732,3372530,undefined,100000000
40,6,undefined,100
222,36,undefined,1000
1990,353,undefined,10000
19641,2977,undefined,100000
192924,31839,undefined,1000000
2024867,336050,undefined,10000000
23524098,3377500,undefined,100000000
31,5,undefined,100
268,51,undefined,1000
1766,332,undefined,10000
19448,2855,undefined,100000
192764,31997,undefined,1000000
2025535,337180,undefined,10000000
23660805,3378586,undefined,100000000
30,6,undefined,100
198,41,undefined,1000
1778,343,undefined,10000
19088,2966,undefined,100000
192549,32097,undefined,1000000
2116491,338039,undefined,10000000
23631915,3373117,undefined,100000000
32,7,undefined,100
235,41,undefined,1000
1887,339,undefined,10000
19438,3023,undefined,100000
193781,32603,undefined,1000000
2040269,339982,undefined,10000000
23604063,3373418,undefined,100000000
30,5,undefined,100
218,37,undefined,1000
1766,346,undefined,10000
20757,2855,undefined,100000
193234,32282,undefined,1000000
2025253,338073,undefined,10000000
23590389,3418201,undefined,100000000
29,8,undefined,100
232,28,undefined,1000
1809,346,undefined,10000
19243,2953,undefined,100000
193892,33152,undefined,1000000
2056385,339531,undefined,10000000
23915071,3395914,undefined,100000000
31,7,undefined,100
209,29,undefined,1000
1825,351,undefined,10000
20974,2993,undefined,100000
193679,32885,undefined,1000000
2034089,338640,undefined,10000000
23570085,3400517,undefined,100000000
29,7,undefined,100
229,35,undefined,1000
1836,283,undefined,10000
19475,3020,undefined,100000
194037,31671,undefined,1000000
2024574,338681,undefined,10000000
23642654,3392922,undefined,100000000
32,7,undefined,100
210,28,undefined,1000
1798,341,undefined,10000
19519,2901,undefined,100000
193486,31651,undefined,1000000
2035683,337535,undefined,10000000
23684231,3374777,undefined,100000000
30,7,undefined,100
287,52,undefined,1000
1791,348,undefined,10000
19201,2985,undefined,100000
193403,31632,undefined,1000000
2120576,338106,undefined,10000000
23704378,3364708,undefined,100000000
31,6,undefined,100
210,45,undefined,1000
1811,349,undefined,10000
19504,2985,undefined,100000
194184,32190,undefined,1000000
2035851,340882,undefined,10000000
23650190,3356240,undefined,100000000
31,6,undefined,100
270,40,undefined,1000
1776,368,undefined,10000
19496,3007,undefined,100000
193100,32836,undefined,1000000
2034880,337325,undefined,10000000
23660697,3370994,undefined,100000000
33,7,undefined,100
218,42,undefined,1000
1815,360,undefined,10000
19818,2952,undefined,100000
194081,32578,undefined,1000000
2033524,338896,undefined,10000000
23720207,3378339,undefined,100000000
35,6,undefined,100
263,36,undefined,1000
1767,346,undefined,10000
19827,2961,undefined,100000
193320,33025,undefined,1000000
2051941,337460,undefined,10000000
23848023,3396295,undefined,100000000
23,4,undefined,100
191,29,undefined,1000
1823,357,undefined,10000
20329,2821,undefined,100000
194860,32527,undefined,1000000
2048340,342414,undefined,10000000
24500933,3422233,undefined,100000000
30,7,undefined,100
235,38,undefined,1000
2122,506,undefined,10000
19385,2875,undefined,100000
196239,34427,undefined,1000000
2062307,339921,undefined,10000000
24232910,3413080,undefined,100000000
31,6,undefined,100
216,38,undefined,1000
1810,353,undefined,10000
21033,2975,undefined,100000
197033,33711,undefined,1000000
2138551,338567,undefined,10000000
24059345,3418155,undefined,100000000
24,3,undefined,100
187,35,undefined,1000
1775,284,undefined,10000
19706,3013,undefined,100000
195119,33389,undefined,1000000
2074440,351658,undefined,10000000
23991519,3456551,undefined,100000000
35,6,undefined,100
215,38,undefined,1000
1935,294,undefined,10000
19832,2928,undefined,100000
197004,34317,undefined,1000000
2050351,338071,undefined,10000000
23938222,3388166,undefined,100000000
30,7,undefined,100
193,28,undefined,1000
1778,345,undefined,10000
19488,2972,undefined,100000
194219,32466,undefined,1000000
2044926,337061,undefined,10000000
23940309,3382686,undefined,100000000
33,7,undefined,100
217,46,undefined,1000
1786,363,undefined,10000
21125,2995,undefined,100000
194807,31910,undefined,1000000
2039862,338726,undefined,10000000
23905768,3380176,undefined,100000000
37,7,undefined,100
214,33,undefined,1000
1782,340,undefined,10000
19580,3030,undefined,100000
194731,32121,undefined,1000000
2035597,337073,undefined,10000000
23920792,3415696,undefined,100000000
31,8,undefined,100
218,39,undefined,1000
1775,364,undefined,10000
19650,2989,undefined,100000
195635,33269,undefined,1000000
2046374,339865,undefined,10000000
23922988,3430384,undefined,100000000
42,8,undefined,100
230,29,undefined,1000
1774,348,undefined,10000
161464,3161,undefined,100000
197793,34407,undefined,1000000
2040120,340423,undefined,10000000
23932323,3394935,undefined,100000000
38,7,undefined,100
232,28,undefined,1000
1845,289,undefined,10000
19422,2995,undefined,100000
194356,34002,undefined,1000000
2039130,338487,undefined,10000000
23900297,3392904,undefined,100000000
29,8,undefined,100
243,35,undefined,1000
1779,343,undefined,10000
19577,3005,undefined,100000
193877,31883,undefined,1000000
2039074,340930,undefined,10000000
24234288,3380296,undefined,100000000
33,6,undefined,100
227,37,undefined,1000
1759,345,undefined,10000
19859,2964,undefined,100000
194188,31960,undefined,1000000
2034586,338140,undefined,10000000
23936352,3385531,undefined,100000000
30,5,undefined,100
191,28,undefined,1000
1962,380,undefined,10000
19828,2921,undefined,100000
193773,32401,undefined,1000000
2031676,341156,undefined,10000000
23940936,3396662,undefined,100000000
30,6,undefined,100
188,28,undefined,1000
1762,365,undefined,10000
19474,3057,undefined,100000
192982,32263,undefined,1000000
2033954,336646,undefined,10000000
24200842,3351841,undefined,100000000
28,5,undefined,100
189,35,undefined,1000
1806,343,undefined,10000
19493,3011,undefined,100000
193057,32102,undefined,1000000
2034707,337971,undefined,10000000
23931309,3371845,undefined,100000000
31,5,undefined,100
239,59,undefined,1000
1737,349,undefined,10000
19674,3002,undefined,100000
196021,32296,undefined,1000000
2041100,340184,undefined,10000000
23901472,3377232,undefined,100000000
29,7,undefined,100
265,44,undefined,1000
1750,343,undefined,10000
19272,2869,undefined,100000
193171,31676,undefined,1000000
2149101,339123,undefined,10000000
23914224,3384570,undefined,100000000
31,7,undefined,100
219,46,undefined,1000
1780,345,undefined,10000
19607,2991,undefined,100000
194177,32100,undefined,1000000
2032064,338735,undefined,10000000
23891714,3372360,undefined,100000000
30,8,undefined,100
264,38,undefined,1000
1823,352,undefined,10000
19479,3008,undefined,100000
193991,32558,undefined,1000000
2032550,339392,undefined,10000000
23925552,3380707,undefined,100000000
30,6,undefined,100
232,79,undefined,1000
1772,344,undefined,10000
19636,2866,undefined,100000
195981,32380,undefined,1000000
2029078,336987,undefined,10000000
23856368,3373406,undefined,100000000
31,6,undefined,100
294,54,undefined,1000
1795,280,undefined,10000
19431,3000,undefined,100000
194152,32906,undefined,1000000
2037397,339935,undefined,10000000
23922545,3371773,undefined,100000000
29,6,undefined,100
215,34,undefined,1000
1794,342,undefined,10000
21057,2960,undefined,100000
193819,32557,undefined,1000000
2035240,342190,undefined,10000000
23930456,3382358,undefined,100000000
32,6,undefined,100
239,51,undefined,1000
1764,368,undefined,10000
19099,2954,undefined,100000
193830,33250,undefined,1000000
2033955,337178,undefined,10000000
24188892,3376668,undefined,100000000
31,7,undefined,100
202,36,undefined,1000
1934,363,undefined,10000
19491,2938,undefined,100000
193049,31935,undefined,1000000
2123501,337429,undefined,10000000
23917667,3373910,undefined,100000000
29,6,undefined,100
223,42,undefined,1000
1898,492,undefined,10000
19493,3092,undefined,100000
195898,33840,undefined,1000000
2029959,337772,undefined,10000000
23946665,3368060,undefined,100000000
30,8,undefined,100
221,48,undefined,1000
1774,346,undefined,10000
19470,2889,undefined,100000
193988,33057,undefined,1000000
2034101,335512,undefined,10000000
23893038,3364047,undefined,100000000
31,5,undefined,100
242,46,undefined,1000
1770,343,undefined,10000
19372,2912,undefined,100000
194611,32088,undefined,1000000
2034589,338272,undefined,10000000
28138186,3426940,undefined,100000000
30,7,undefined,100
215,41,undefined,1000
1781,349,undefined,10000
20852,2989,undefined,100000
196160,32543,undefined,1000000
2038711,340138,undefined,10000000
24366615,3370005,undefined,100000000
30,5,undefined,100
224,43,undefined,1000
1784,345,undefined,10000
19360,3034,undefined,100000
193541,32736,undefined,1000000
2041362,338452,undefined,10000000
23983772,3369075,undefined,100000000
29,5,undefined,100
202,33,undefined,1000
1795,278,undefined,10000
19611,2832,undefined,100000
193738,31854,undefined,1000000
2046162,339790,undefined,10000000
24002151,3384122,undefined,100000000
39,7,undefined,100
183,28,undefined,1000
1771,280,undefined,10000
19217,2940,undefined,100000
193725,32616,undefined,1000000
2136284,337096,undefined,10000000
24103245,3386458,undefined,100000000
30,6,undefined,100
211,40,undefined,1000
1786,280,undefined,10000
19238,2976,undefined,100000
215656,32561,undefined,1000000
2047884,337624,undefined,10000000
24105016,3386491,undefined,100000000
23,3,undefined,100
190,35,undefined,1000
1799,346,undefined,10000
19428,2880,undefined,100000
192420,33185,undefined,1000000
2009975,340290,undefined,10000000
24099611,3383022,undefined,100000000
23,4,undefined,100
206,29,undefined,1000
1867,354,undefined,10000
19868,2967,undefined,100000
203266,33029,undefined,1000000
2044986,336286,undefined,10000000
24091828,3378314,undefined,100000000
23,3,undefined,100
189,35,undefined,1000
1771,276,undefined,10000
19537,2997,undefined,100000
192644,32347,undefined,1000000
2042734,340514,undefined,10000000
24102310,3370811,undefined,100000000
23,3,undefined,100
187,35,undefined,1000
1769,347,undefined,10000
20049,2925,undefined,100000
193518,32337,undefined,1000000
2054900,338796,undefined,10000000
24147111,3366809,undefined,100000000
23,4,undefined,100
239,28,undefined,1000
1779,346,undefined,10000
19975,2950,undefined,100000
194295,32907,undefined,1000000
2045178,338807,undefined,10000000
24186994,3372227,undefined,100000000
30,4,undefined,100
234,40,undefined,1000
1754,340,undefined,10000
124920,3196,undefined,100000
195238,34640,undefined,1000000
2047572,340979,undefined,10000000
24165923,3369206,undefined,100000000
32,6,undefined,100
251,29,undefined,1000
1767,311,undefined,10000
19797,2953,undefined,100000
194323,32427,undefined,1000000
2138662,335451,undefined,10000000
24164115,3377175,undefined,100000000
26,7,undefined,100
193,28,undefined,1000
1771,366,undefined,10000
20958,2854,undefined,100000
194379,32148,undefined,1000000
2044575,338958,undefined,10000000
24152389,3381886,undefined,100000000
29,3,undefined,100
190,36,undefined,1000
1915,371,undefined,10000
21493,2944,undefined,100000
195230,33556,undefined,1000000
2070482,337299,undefined,10000000
24152273,3369904,undefined,100000000
33,6,undefined,100
186,28,undefined,1000
1805,343,undefined,10000
20054,2955,undefined,100000
195429,32826,undefined,1000000
2050162,339085,undefined,10000000
24174306,3365816,undefined,100000000
33,5,undefined,100
190,28,undefined,1000
1810,346,undefined,10000
19512,2969,undefined,100000
195602,32731,undefined,1000000
2052513,345087,undefined,10000000
24201457,3381490,undefined,100000000
30,6,undefined,100
187,28,undefined,1000
1779,346,undefined,10000
19464,2921,undefined,100000
194040,31783,undefined,1000000
2051344,337331,undefined,10000000
24255920,3386489,undefined,100000000
29,8,undefined,100
182,35,undefined,1000
1753,368,undefined,10000
19198,2887,undefined,100000
194328,32802,undefined,1000000
2050231,336543,undefined,10000000
24261656,3383018,undefined,100000000
27,6,undefined,100
181,31,undefined,1000
1733,365,undefined,10000
19454,3001,undefined,100000
194079,33031,undefined,1000000
2146137,336868,undefined,10000000
24269828,3377948,undefined,100000000
22,3,undefined,100
185,28,undefined,1000
1786,347,undefined,10000
19379,2983,undefined,100000
194980,33082,undefined,1000000
2071335,337476,undefined,10000000
24315843,3371797,undefined,100000000
23,3,undefined,100
189,35,undefined,1000
1796,282,undefined,10000
19571,2946,undefined,100000
199148,32784,undefined,1000000
2045770,338386,undefined,10000000
24273933,3383500,undefined,100000000
22,3,undefined,100
188,28,undefined,1000
1813,285,undefined,10000
19257,2939,undefined,100000
193592,32792,undefined,1000000
2069699,336387,undefined,10000000
24312218,3360792,undefined,100000000
27,3,undefined,100
190,29,undefined,1000
1800,344,undefined,10000
20709,2923,undefined,100000
195131,39887,undefined,1000000
2049882,337059,undefined,10000000
24317631,3381670,undefined,100000000
22,3,undefined,100
192,28,undefined,1000
1776,351,undefined,10000
19459,2887,undefined,100000
194125,33068,undefined,1000000
2049352,340038,undefined,10000000
24350720,3376547,undefined,100000000
34,5,undefined,100
269,39,undefined,1000
1803,340,undefined,10000
19255,2900,undefined,100000
193974,33954,undefined,1000000
2045187,336793,undefined,10000000
24326216,3376655,undefined,100000000
30,7,undefined,100
191,28,undefined,1000
1783,348,undefined,10000
19299,2930,undefined,100000
194845,32500,undefined,1000000
2161390,336423,undefined,10000000
24626898,3349437,undefined,100000000
22,3,undefined,100
180,28,undefined,1000
1752,346,undefined,10000
19357,2977,undefined,100000
194373,32503,undefined,1000000
2049201,338249,undefined,10000000
24379796,3380829,undefined,100000000
23,3,undefined,100
187,30,undefined,1000
1798,347,undefined,10000
19765,2969,undefined,100000
194328,33668,undefined,1000000
2040664,338816,undefined,10000000
24308568,3386775,undefined,100000000
22,4,undefined,100
187,28,undefined,1000
1802,350,undefined,10000
19922,2874,undefined,100000
194413,32410,undefined,1000000
2048773,340657,undefined,10000000
24329656,3373250,undefined,100000000
22,3,undefined,100
194,29,undefined,1000
1796,285,undefined,10000
19546,2951,undefined,100000
194045,36725,undefined,1000000
2055183,339470,undefined,10000000
24398453,3391990,undefined,100000000
22,4,undefined,100
235,43,undefined,1000
1787,280,undefined,10000
20993,3015,undefined,100000
193846,32721,undefined,1000000
2065369,340397,undefined,10000000
24405868,3380564,undefined,100000000
23,3,undefined,100
181,35,undefined,1000
1829,278,undefined,10000
19415,2865,undefined,100000
196619,31381,undefined,1000000
2056405,339349,undefined,10000000
24320339,3382865,undefined,100000000
30,7,undefined,100
185,28,undefined,1000
1760,346,undefined,10000
19306,3002,undefined,100000
194424,32918,undefined,1000000
2039986,334737,undefined,10000000
24324872,3385714,undefined,100000000
31,7,undefined,100
191,29,undefined,1000
2195,533,undefined,10000
19359,2803,undefined,100000
193700,32006,undefined,1000000
2148823,339716,undefined,10000000
24356903,3383726,undefined,100000000
31,7,undefined,100
189,35,undefined,1000
1819,281,undefined,10000
19979,2898,undefined,100000
193726,32878,undefined,1000000
2046379,338120,undefined,10000000
24368412,3376419,undefined,100000000
32,5,undefined,100
190,28,undefined,1000
1785,405,undefined,10000
19622,3026,undefined,100000
194258,33111,undefined,1000000
2043602,338962,undefined,10000000
24434654,3367828,undefined,100000000
23,4,undefined,100
190,28,undefined,1000
1751,345,undefined,10000
19474,3020,undefined,100000
194738,32316,undefined,1000000
2049745,338557,undefined,10000000
24394227,3370995,undefined,100000000
22,3,undefined,100
192,28,undefined,1000
1770,343,undefined,10000
19423,2900,undefined,100000
199632,32768,undefined,1000000
2046930,338855,undefined,10000000
24383563,3367912,undefined,100000000
23,3,undefined,100
187,35,undefined,1000
1793,343,undefined,10000
19533,2966,undefined,100000
194137,33027,undefined,1000000
2052935,337276,undefined,10000000
23466147,3251517,undefined,100000000
22,3,undefined,100
179,28,undefined,1000
1819,279,undefined,10000
18791,2867,undefined,100000
189257,32111,undefined,1000000
1956696,324037,undefined,10000000
23778354,3219231,undefined,100000000
38,5,undefined,100
187,28,undefined,1000
1755,278,undefined,10000
19156,3097,undefined,100000
189653,32691,undefined,1000000
2051482,322668,undefined,10000000
