time of insert, time of get, number of rehashed, number of keys
23464448,3256643,undefined,100000000
21,3,undefined,100
178,27,undefined,1000
1720,264,undefined,10000
18984,3019,undefined,100000
189315,32404,undefined,1000000
1968266,324277,undefined,10000000
23380039,3213177,undefined,100000000
22,3,undefined,100
185,28,undefined,1000
1776,330,undefined,10000
19110,2781,undefined,100000
187828,33304,undefined,1000000
1973141,327617,undefined,10000000
23381287,3261227,undefined,100000000
21,4,undefined,100
183,27,undefined,1000
1681,266,undefined,10000
19448,3433,undefined,100000
189988,32456,undefined,1000000
1968204,321615,undefined,10000000
23413116,3271826,undefined,100000000
22,3,undefined,100
178,26,undefined,1000
1714,352,undefined,10000
18922,2740,undefined,100000
190757,32595,undefined,1000000
1971933,321680,undefined,10000000
23415870,3208485,undefined,100000000
20,3,undefined,100
176,26,undefined,1000
1753,328,undefined,10000
19330,2844,undefined,100000
211564,36143,undefined,1000000
1983770,322568,undefined,10000000
23657444,3304025,undefined,100000000
24,3,undefined,100
183,29,undefined,1000
1775,281,undefined,10000
19623,2957,undefined,100000
193299,33804,undefined,1000000
1977972,325634,undefined,10000000
23414263,3227169,undefined,100000000
23,3,undefined,100
188,28,undefined,1000
1788,345,undefined,10000
18473,2798,undefined,100000
187081,31988,undefined,1000000
2048129,324241,undefined,10000000
23328337,3259302,undefined,100000000
24,3,undefined,100
199,29,undefined,1000
1788,281,undefined,10000
19381,2906,undefined,100000
192871,32053,undefined,1000000
1959722,325915,undefined,10000000
23679735,3327673,undefined,100000000
23,3,undefined,100
185,28,undefined,1000
1813,345,undefined,10000
19351,2822,undefined,100000
192595,32578,undefined,1000000
1986182,321893,undefined,10000000
23591256,3263131,undefined,100000000
24,3,undefined,100
186,28,undefined,1000
1754,275,undefined,10000
20752,2975,undefined,100000
191136,31496,undefined,1000000
1948089,322732,undefined,10000000
24234204,3458022,undefined,100000000
23,3,undefined,100
186,28,undefined,1000
1768,346,undefined,10000
19998,3009,undefined,100000
197894,33886,undefined,1000000
2078121,341988,undefined,10000000
25061185,3482835,undefined,100000000
29,3,undefined,100
186,28,undefined,1000
1785,351,undefined,10000
19564,2864,undefined,100000
195458,32966,undefined,1000000
2065221,342375,undefined,10000000
25522071,3575705,undefined,100000000
23,4,undefined,100
192,28,undefined,1000
1832,345,undefined,10000
19971,2848,undefined,100000
194924,32356,undefined,1000000
2062663,342940,undefined,10000000
24699222,3439411,undefined,100000000
23,3,undefined,100
186,29,undefined,1000
1809,285,undefined,10000
19451,2986,undefined,100000
204789,33307,undefined,1000000
2066717,340480,undefined,10000000
25264600,3426538,undefined,100000000
23,4,undefined,100
192,35,undefined,1000
1770,278,undefined,10000
19554,2945,undefined,100000
195584,33192,undefined,1000000
2158772,341475,undefined,10000000
24609611,3408883,undefined,100000000
23,4,undefined,100
191,29,undefined,1000
1785,350,undefined,10000
19455,2939,undefined,100000
193854,32196,undefined,1000000
2059690,340626,undefined,10000000
24574121,3391864,undefined,100000000
22,3,undefined,100
190,28,undefined,1000
1773,278,undefined,10000
19718,2898,undefined,100000
199752,32531,undefined,1000000
2052305,338955,undefined,10000000
24574733,3379424,undefined,100000000
22,4,undefined,100
186,35,undefined,1000
1846,325,undefined,10000
19952,2956,undefined,100000
194099,32334,undefined,1000000
2041967,339510,undefined,10000000
24557161,3412344,undefined,100000000
29,4,undefined,100
184,28,undefined,1000
1767,279,undefined,10000
19634,2901,undefined,100000
194124,32504,undefined,1000000
2053694,338649,undefined,10000000
24875979,3369450,undefined,100000000
23,3,undefined,100
187,35,undefined,1000
1756,341,undefined,10000
20465,3636,undefined,100000
193696,32185,undefined,1000000
2050134,340563,undefined,10000000
24636749,3387896,undefined,100000000
22,3,undefined,100
187,35,undefined,1000
1915,275,undefined,10000
19091,2959,undefined,100000
197614,32793,undefined,1000000
2054389,336760,undefined,10000000
24578905,3393873,undefined,100000000
23,3,undefined,100
182,35,undefined,1000
1786,342,undefined,10000
174157,2977,undefined,100000
195435,33550,undefined,1000000
2148117,337492,undefined,10000000
24711437,3375569,undefined,100000000
23,3,undefined,100
189,35,undefined,1000
1769,343,undefined,10000
19612,3023,undefined,100000
195808,33847,undefined,1000000
2047146,341026,undefined,10000000
24609860,3374934,undefined,100000000
23,3,undefined,100
186,35,undefined,1000
1817,320,undefined,10000
19815,2870,undefined,100000
193593,32081,undefined,1000000
2051842,341580,undefined,10000000
24494978,3389044,undefined,100000000
28,3,undefined,100
186,28,undefined,1000
1781,277,undefined,10000
20447,3077,undefined,100000
194053,32273,undefined,1000000
2050950,339643,undefined,10000000
24650313,3385321,undefined,100000000
22,3,undefined,100
192,28,undefined,1000
1781,343,undefined,10000
21078,2904,undefined,100000
192985,32766,undefined,1000000
2059827,336386,undefined,10000000
24629834,3404278,undefined,100000000
22,4,undefined,100
184,35,undefined,1000
1801,342,undefined,10000
19560,2983,undefined,100000
193492,32492,undefined,1000000
2046484,343390,undefined,10000000
24567899,3372849,undefined,100000000
23,3,undefined,100
182,35,undefined,1000
1752,346,undefined,10000
19108,2993,undefined,100000
194423,32171,undefined,1000000
2056148,335408,undefined,10000000
24606814,3371038,undefined,100000000
22,3,undefined,100
184,35,undefined,1000
2016,286,undefined,10000
21660,3326,undefined,100000
193841,31901,undefined,1000000
2147450,336763,undefined,10000000
24629612,3373993,undefined,100000000
23,4,undefined,100
191,28,undefined,1000
1766,347,undefined,10000
19563,2998,undefined,100000
194253,38134,undefined,1000000
2052337,337358,undefined,10000000
24601310,3390577,undefined,100000000
23,3,undefined,100
188,28,undefined,1000
1810,280,undefined,10000
19609,2850,undefined,100000
193995,32828,undefined,1000000
2051851,340183,undefined,10000000
24623564,3381323,undefined,100000000
23,3,undefined,100
191,28,undefined,1000
1775,279,undefined,10000
20994,3039,undefined,100000
193351,31716,undefined,1000000
2048824,338908,undefined,10000000
23456496,3255260,undefined,100000000
21,3,undefined,100
178,27,undefined,1000
1702,329,undefined,10000
18957,2899,undefined,100000
188862,32042,undefined,1000000
1945869,315213,undefined,10000000
23424123,3112556,undefined,100000000
21,3,undefined,100
179,28,undefined,1000
1678,263,undefined,10000
20164,2876,undefined,100000
187630,32297,undefined,1000000
1941656,319457,undefined,10000000
23161369,3206376,undefined,100000000
22,3,undefined,100
189,28,undefined,1000
1758,362,undefined,10000
18400,2854,undefined,100000
183494,32134,undefined,1000000
1929707,326410,undefined,10000000
23443054,3205181,undefined,100000000
21,3,undefined,100
209,28,undefined,1000
1640,265,undefined,10000
18840,2880,undefined,100000
187008,32060,undefined,1000000
2047145,320410,undefined,10000000
23537538,3150137,undefined,100000000
22,3,undefined,100
173,26,undefined,1000
1649,327,undefined,10000
18737,2929,undefined,100000
195153,32210,undefined,1000000
1928669,314939,undefined,10000000
23035766,3145159,undefined,100000000
22,3,undefined,100
187,28,undefined,1000
1802,348,undefined,10000
19505,2831,undefined,100000
184068,30873,undefined,1000000
1916023,315546,undefined,10000000
23499744,3374423,undefined,100000000
22,3,undefined,100
187,35,undefined,1000
1779,350,undefined,10000
19497,2965,undefined,100000
199350,32740,undefined,1000000
2039955,338515,undefined,10000000
24622806,3376076,undefined,100000000
22,3,undefined,100
197,29,undefined,1000
1965,279,undefined,10000
20880,2989,undefined,100000
195212,36272,undefined,1000000
2047777,337029,undefined,10000000
24657776,3382654,undefined,100000000
22,3,undefined,100
183,34,undefined,1000
1751,342,undefined,10000
19362,2936,undefined,100000
197168,32005,undefined,1000000
2042767,336922,undefined,10000000
24638603,3390940,undefined,100000000
22,3,undefined,100
189,28,undefined,1000
1784,348,undefined,10000
19835,2964,undefined,100000
200600,32467,undefined,1000000
2050212,338210,undefined,10000000
24947704,3386401,undefined,100000000
22,3,undefined,100
190,28,undefined,1000
1765,341,undefined,10000
19361,3012,undefined,100000
193251,32747,undefined,1000000
2046593,337624,undefined,10000000
24593506,3386450,undefined,100000000
23,3,undefined,100
182,28,undefined,1000
1755,351,undefined,10000
19338,2931,undefined,100000
193721,32459,undefined,1000000
2139712,335209,undefined,10000000
24610199,3374519,undefined,100000000
23,4,undefined,100
189,28,undefined,1000
1778,335,undefined,10000
19568,2860,undefined,100000
195514,32771,undefined,1000000
2044740,336630,undefined,10000000
24660836,3382241,undefined,100000000
23,4,undefined,100
188,28,undefined,1000
1768,347,undefined,10000
20991,2978,undefined,100000
193139,37726,undefined,1000000
2086928,338587,undefined,10000000
24634506,3360375,undefined,100000000
24,6,undefined,100
191,36,undefined,1000
1827,347,undefined,10000
19521,3016,undefined,100000
193864,38482,undefined,1000000
2046019,338434,undefined,10000000
24655019,3359676,undefined,100000000
23,3,undefined,100
190,28,undefined,1000
1748,343,undefined,10000
19576,3056,undefined,100000
193793,32720,undefined,1000000
2046489,337353,undefined,10000000
25137758,3398092,undefined,100000000
22,4,undefined,100
184,35,undefined,1000
1827,277,undefined,10000
19488,2887,undefined,100000
193957,31662,undefined,1000000
2046450,338036,undefined,10000000
24725186,3372181,undefined,100000000
23,3,undefined,100
185,35,undefined,1000
1775,278,undefined,10000
19220,2976,undefined,100000
193600,32420,undefined,1000000
2055991,338875,undefined,10000000
24673198,3384830,undefined,100000000
23,3,undefined,100
185,28,undefined,1000
1748,342,undefined,10000
19287,2951,undefined,100000
193019,39089,undefined,1000000
2150394,336991,undefined,10000000
24762754,3369408,undefined,100000000
23,4,undefined,100
183,35,undefined,1000
1758,353,undefined,10000
19355,2925,undefined,100000
195033,34322,undefined,1000000
2049290,337806,undefined,10000000
24823871,3375647,undefined,100000000
22,3,undefined,100
193,35,undefined,1000
1783,345,undefined,10000
19584,3003,undefined,100000
197998,31804,undefined,1000000
2042973,338243,undefined,10000000
24683715,3374230,undefined,100000000
22,3,undefined,100
188,35,undefined,1000
1768,343,undefined,10000
19663,2955,undefined,100000
194401,32599,undefined,1000000
2047059,337986,undefined,10000000
24774518,3395412,undefined,100000000
23,3,undefined,100
235,35,undefined,1000
1808,273,undefined,10000
19330,2914,undefined,100000
193439,31543,undefined,1000000
2042663,337741,undefined,10000000
24680310,3391923,undefined,100000000
23,3,undefined,100
188,28,undefined,1000
1765,346,undefined,10000
19410,2916,undefined,100000
194175,32215,undefined,1000000
2050872,338629,undefined,10000000
24701344,3382031,undefined,100000000
23,3,undefined,100
190,28,undefined,1000
1786,349,undefined,10000
19136,2963,undefined,100000
196141,31708,undefined,1000000
2049933,340033,undefined,10000000
24656781,3375348,undefined,100000000
23,3,undefined,100
183,36,undefined,1000
1771,352,undefined,10000
19215,3006,undefined,100000
193757,32550,undefined,1000000
2146635,337618,undefined,10000000
24695015,3374160,undefined,100000000
23,3,undefined,100
184,35,undefined,1000
1770,346,undefined,10000
19949,2921,undefined,100000
203692,32641,undefined,1000000
2179922,339556,undefined,10000000
24628643,3369191,undefined,100000000
23,3,undefined,100
193,35,undefined,1000
1786,343,undefined,10000
20364,3078,undefined,100000
195947,34048,undefined,1000000
2049572,337112,undefined,10000000
24695120,3364577,undefined,100000000
22,3,undefined,100
186,35,undefined,1000
1739,347,undefined,10000
19955,2987,undefined,100000
194944,32149,undefined,1000000
2047746,337522,undefined,10000000
24801691,3360854,undefined,100000000
22,3,undefined,100
189,28,undefined,1000
1795,346,undefined,10000
19763,2909,undefined,100000
196281,32466,undefined,1000000
2048789,336934,undefined,10000000
24749469,3378559,undefined,100000000
23,3,undefined,100
190,35,undefined,1000
1754,345,undefined,10000
19409,2920,undefined,100000
192996,32298,undefined,1000000
2046755,339363,undefined,10000000
24758379,3367105,undefined,100000000
23,4,undefined,100
189,28,undefined,1000
1796,279,undefined,10000
19441,2964,undefined,100000
196069,32323,undefined,1000000
2046128,340570,undefined,10000000
24769201,3391025,undefined,100000000
23,3,undefined,100
187,35,undefined,1000
1748,346,undefined,10000
19332,3006,undefined,100000
193849,32411,undefined,1000000
2052822,337480,undefined,10000000
24734196,3369740,undefined,100000000
22,3,undefined,100
182,28,undefined,1000
1754,350,undefined,10000
19553,2942,undefined,100000
193204,32451,undefined,1000000
2142115,338707,undefined,10000000
24710548,3371257,undefined,100000000
23,4,undefined,100
193,28,undefined,1000
1773,343,undefined,10000
19576,3031,undefined,100000
195112,33658,undefined,1000000
2053611,338303,undefined,10000000
24751544,3374684,undefined,100000000
23,3,undefined,100
189,28,undefined,1000
1782,278,undefined,10000
19939,2922,undefined,100000
199657,32760,undefined,1000000
2053349,339635,undefined,10000000
24778698,3403475,undefined,100000000
22,3,undefined,100
190,36,undefined,1000
1768,345,undefined,10000
19583,2964,undefined,100000
193632,32266,undefined,1000000
2051622,336002,undefined,10000000
24699896,3378761,undefined,100000000
23,3,undefined,100
202,28,undefined,1000
1815,345,undefined,10000
19425,2924,undefined,100000
194846,32550,undefined,1000000
2046346,339109,undefined,10000000
24662378,3381036,undefined,100000000
23,3,undefined,100
186,28,undefined,1000
1780,345,undefined,10000
19428,2930,undefined,100000
199646,32188,undefined,1000000
2051192,341154,undefined,10000000
24734414,3393216,undefined,100000000
22,3,undefined,100
185,28,undefined,1000
1764,343,undefined,10000
19192,2805,undefined,100000
194085,32460,undefined,1000000
2045964,337015,undefined,10000000
24798956,3382604,undefined,100000000
23,3,undefined,100
188,35,undefined,1000
1729,336,undefined,10000
19322,2862,undefined,100000
193506,32231,undefined,1000000
2147152,338343,undefined,10000000
24796231,3380595,undefined,100000000
22,3,undefined,100
190,35,undefined,1000
1769,345,undefined,10000
19737,3092,undefined,100000
194969,31876,undefined,1000000
2051348,340203,undefined,10000000
24757082,3388821,undefined,100000000
23,3,undefined,100
190,36,undefined,1000
1829,346,undefined,10000
19543,2959,undefined,100000
193618,32340,undefined,1000000
2048245,336065,undefined,10000000
24829628,3377114,undefined,100000000
22,3,undefined,100
191,28,undefined,1000
1779,349,undefined,10000
19526,2991,undefined,100000
195329,31801,undefined,1000000
2048834,340284,undefined,10000000
24736767,3384509,undefined,100000000
23,3,undefined,100
188,28,undefined,1000
1785,349,undefined,10000
19625,2959,undefined,100000
194485,37624,undefined,1000000
2050462,336939,undefined,10000000
24840489,3383860,undefined,100000000
22,4,undefined,100
188,35,undefined,1000
1801,350,undefined,10000
19459,3041,undefined,100000
199890,32625,undefined,1000000
2051591,338220,undefined,10000000
24800776,3372948,undefined,100000000
23,3,undefined,100
186,28,undefined,1000
1792,341,undefined,10000
19157,2965,undefined,100000
193757,32885,undefined,1000000
2045243,339826,undefined,10000000
24811924,3382399,undefined,100000000
22,3,undefined,100
182,28,undefined,1000
1761,345,undefined,10000
19813,2853,undefined,100000
193315,32404,undefined,1000000
2148531,338533,undefined,10000000
24901801,3384817,undefined,100000000
25,3,undefined,100
186,28,undefined,1000
1797,282,undefined,10000
19538,3015,undefined,100000
194967,33111,undefined,1000000
2047261,340615,undefined,10000000
24843378,3403946,undefined,100000000
23,3,undefined,100
189,28,undefined,1000
1777,338,undefined,10000
19475,2900,undefined,100000
194540,32533,undefined,1000000
2049813,340410,undefined,10000000
24799117,3376473,undefined,100000000
23,3,undefined,100
191,29,undefined,1000
1783,348,undefined,10000
19506,3010,undefined,100000
197924,32086,undefined,1000000
2044942,339229,undefined,10000000
25136648,3369307,undefined,100000000
23,3,undefined,100
192,36,undefined,1000
1807,289,undefined,10000
19717,3027,undefined,100000
195808,33113,undefined,1000000
2053444,338962,undefined,10000000
24799231,3375790,undefined,100000000
22,3,undefined,100
191,36,undefined,1000
1777,349,undefined,10000
19935,2894,undefined,100000
197901,32070,undefined,1000000
2048396,337956,undefined,10000000
24740224,3374253,undefined,100000000
22,4,undefined,100
235,29,undefined,1000
1771,348,undefined,10000
19335,2880,undefined,100000
196674,35523,undefined,1000000
2043110,338731,undefined,10000000
24894298,3397544,undefined,100000000
23,3,undefined,100
187,35,undefined,1000
1767,346,undefined,10000
19085,2931,undefined,100000
193304,32760,undefined,1000000
2053143,338056,undefined,10000000
24864375,3419226,undefined,100000000
22,3,undefined,100
179,28,undefined,1000
1752,367,undefined,10000
19172,2953,undefined,100000
193782,32555,undefined,1000000
2138427,339095,undefined,10000000
24822071,3374377,undefined,100000000
23,4,undefined,100
192,35,undefined,1000
1812,342,undefined,10000
19942,3608,undefined,100000
193894,32388,undefined,1000000
2042780,339297,undefined,10000000
24837141,3373139,undefined,100000000
22,3,undefined,100
188,28,undefined,1000
1757,343,undefined,10000
19554,2865,undefined,100000
193643,32830,undefined,1000000
2049157,338400,undefined,10000000
24894167,3387703,undefined,100000000
23,3,undefined,100
191,35,undefined,1000
1757,377,undefined,10000
19549,2992,undefined,100000
198944,33266,undefined,1000000
2074083,338129,undefined,10000000
29273558,3412059,undefined,100000000
28,3,undefined,100
193,36,undefined,1000
1779,283,undefined,10000
19598,2909,undefined,100000
194745,32959,undefined,1000000
2054367,338581,undefined,10000000
29015272,3409362,undefined,100000000
22,3,undefined,100
237,29,undefined,1000
1771,350,undefined,10000
19392,2921,undefined,100000
197172,32693,undefined,1000000
2054661,340424,undefined,10000000
28854420,3406153,undefined,100000000
23,4,undefined,100
185,35,undefined,1000
1779,351,undefined,10000
19538,2959,undefined,100000
196024,32254,undefined,1000000
2059829,339811,undefined,10000000
28426156,3438351,undefined,100000000
23,4,undefined,100
181,35,undefined,1000
1758,348,undefined,10000
19277,2961,undefined,100000
194256,32789,undefined,1000000
2142519,336112,undefined,10000000
28543870,3404777,undefined,100000000
24,3,undefined,100
193,28,undefined,1000
1774,343,undefined,10000
19376,2884,undefined,100000
200278,32945,undefined,1000000
2051092,339873,undefined,10000000
28093441,3401658,undefined,100000000
23,4,undefined,100
190,28,undefined,1000
1832,343,undefined,10000
19528,3019,undefined,100000
202546,32372,undefined,1000000
2065738,337402,undefined,10000000
27816900,3396511,undefined,100000000
24,3,undefined,100
192,28,undefined,1000
1805,280,undefined,10000
19977,3031,undefined,100000
194337,35140,undefined,1000000
2054916,337948,undefined,10000000
28093465,3413998,undefined,100000000
26,3,undefined,100
192,31,undefined,1000
1848,307,undefined,10000
20034,2918,undefined,100000
194456,32473,undefined,1000000
2044768,336218,undefined,10000000
27649885,3404585,undefined,100000000
22,3,undefined,100
192,36,undefined,1000
1787,346,undefined,10000
19948,2898,undefined,100000
193626,31758,undefined,1000000
2056265,336571,undefined,10000000
27861129,3386993,undefined,100000000
23,3,undefined,100
187,35,undefined,1000
1754,347,undefined,10000
19457,2876,undefined,100000
194389,32493,undefined,1000000
2048196,337638,undefined,10000000
27499597,3402752,undefined,100000000
22,3,undefined,100
182,35,undefined,1000
1759,343,undefined,10000
19195,2996,undefined,100000
194353,32565,undefined,1000000
2141688,338623,undefined,10000000
27420820,3404863,undefined,100000000
23,3,undefined,100
187,36,undefined,1000
1789,342,undefined,10000
19506,2867,undefined,100000
197156,33122,undefined,1000000
2051502,339356,undefined,10000000
27528521,3408503,undefined,100000000
23,3,undefined,100
194,28,undefined,1000
1800,283,undefined,10000
19499,2890,undefined,100000
198705,33106,undefined,1000000
2052883,339335,undefined,10000000
27534511,3398945,undefined,100000000
23,4,undefined,100
188,28,undefined,1000
2024,516,undefined,10000
19559,2901,undefined,100000
195182,32430,undefined,1000000
2039520,339153,undefined,10000000
27245368,3411999,undefined,100000000
22,3,undefined,100
187,28,undefined,1000
1788,343,undefined,10000
19555,3001,undefined,100000
193963,32926,undefined,1000000
2042836,336978,undefined,10000000
26991699,3413996,undefined,100000000
29,3,undefined,100
194,28,undefined,1000
1778,277,undefined,10000
19455,2907,undefined,100000
194256,32861,undefined,1000000
2043405,337925,undefined,10000000
26978449,3413456,undefined,100000000
25,4,undefined,100
198,35,undefined,1000
1799,347,undefined,10000
22586,3768,undefined,100000
194623,32686,undefined,1000000
2043080,339410,undefined,10000000
26953953,3422542,undefined,100000000
23,3,undefined,100
185,36,undefined,1000
1772,350,undefined,10000
19606,2856,undefined,100000
193637,32593,undefined,1000000
2041294,339347,undefined,10000000
26712183,3404720,undefined,100000000
23,3,undefined,100
181,28,undefined,1000
1763,345,undefined,10000
19384,3021,undefined,100000
194069,32444,undefined,1000000
2140886,336319,undefined,10000000
26676065,3400710,undefined,100000000
23,3,undefined,100
191,28,undefined,1000
1779,345,undefined,10000
19716,2987,undefined,100000
194737,32426,undefined,1000000
2063726,337932,undefined,10000000
26789883,3391157,undefined,100000000
22,3,undefined,100
188,28,undefined,1000
1807,342,undefined,10000
20747,3010,undefined,100000
200225,32528,undefined,1000000
2039161,338816,undefined,10000000
26236156,3400268,undefined,100000000
23,3,undefined,100
204,28,undefined,1000
1747,274,undefined,10000
19933,3570,undefined,100000
193491,33303,undefined,1000000
2040557,339616,undefined,10000000
26326337,3407541,undefined,100000000
22,3,undefined,100
189,28,undefined,1000
1977,360,undefined,10000
19905,2975,undefined,100000
194295,32489,undefined,1000000
2074790,339589,undefined,10000000
26121320,3389058,undefined,100000000
24,3,undefined,100
194,29,undefined,1000
1798,352,undefined,10000
19460,2884,undefined,100000
202576,33991,undefined,1000000
2036266,337166,undefined,10000000
25905407,3367855,undefined,100000000
27,4,undefined,100
187,28,undefined,1000
1752,277,undefined,10000
19254,2875,undefined,100000
193772,32325,undefined,1000000
2049094,338485,undefined,10000000
26047373,3398446,undefined,100000000
22,3,undefined,100
182,36,undefined,1000
1749,346,undefined,10000
19244,3037,undefined,100000
197950,32022,undefined,1000000
2134114,341412,undefined,10000000
25930427,3386709,undefined,100000000
22,4,undefined,100
188,28,undefined,1000
1786,329,undefined,10000
21505,2999,undefined,100000
196461,34776,undefined,1000000
2050229,341022,undefined,10000000
25991172,3395742,undefined,100000000
28,4,undefined,100
191,28,undefined,1000
1760,277,undefined,10000
19573,2915,undefined,100000
194387,32184,undefined,1000000
2039961,339096,undefined,10000000
26191650,3392738,undefined,100000000
23,3,undefined,100
194,36,undefined,1000
1802,342,undefined,10000
21433,2875,undefined,100000
193791,32610,undefined,1000000
2033329,338478,undefined,10000000
26128416,3401084,undefined,100000000
23,4,undefined,100
186,28,undefined,1000
1780,342,undefined,10000
19643,2979,undefined,100000
193677,32619,undefined,1000000
2036429,335537,undefined,10000000
26040240,3412560,undefined,100000000
22,3,undefined,100
188,28,undefined,1000
1780,345,undefined,10000
19424,2916,undefined,100000
193931,32731,undefined,1000000
2045592,339602,undefined,10000000
25886666,3388398,undefined,100000000
22,3,undefined,100
183,28,undefined,1000
1757,339,undefined,10000
211913,3159,undefined,100000
196329,34031,undefined,1000000
2035902,337686,undefined,10000000
26219325,3453210,undefined,100000000
23,3,undefined,100
185,28,undefined,1000
1775,344,undefined,10000
19278,2910,undefined,100000
195014,33177,undefined,1000000
2143781,340040,undefined,10000000
25593658,3401230,undefined,100000000
24,3,undefined,100
189,28,undefined,1000
1773,347,undefined,10000
20093,2957,undefined,100000
196320,32768,undefined,1000000
2064549,340138,undefined,10000000
25107619,3381901,undefined,100000000
24,3,undefined,100
209,28,undefined,1000
1947,344,undefined,10000
20107,3011,undefined,100000
197737,32422,undefined,1000000
2050225,339836,undefined,10000000
25045915,3371852,undefined,100000000
35,7,undefined,100
187,35,undefined,1000
1774,346,undefined,10000
19882,2942,undefined,100000
193419,32860,undefined,1000000
2045327,339032,undefined,10000000
25052980,3398417,undefined,100000000
30,7,undefined,100
186,35,undefined,1000
1904,351,undefined,10000
19484,2929,undefined,100000
193877,32525,undefined,1000000
2047343,339640,undefined,10000000
29859368,3414735,undefined,100000000
23,3,undefined,100
193,36,undefined,1000
1800,347,undefined,10000
19494,2893,undefined,100000
194784,32391,undefined,1000000
2050554,340230,undefined,10000000
29392540,3425039,undefined,100000000
23,3,undefined,100
187,29,undefined,1000
1791,343,undefined,10000
19555,3053,undefined,100000
201015,46225,undefined,1000000
2048852,339519,undefined,10000000
28342892,3254381,undefined,100000000
30,5,undefined,100
188,27,undefined,1000
1676,333,undefined,10000
19236,2891,undefined,100000
189943,33275,undefined,1000000
1927453,318306,undefined,10000000
28451409,3427100,undefined,100000000
23,3,undefined,100
185,35,undefined,1000
1749,343,undefined,10000
19497,2982,undefined,100000
194651,32813,undefined,1000000
2140831,341729,undefined,10000000
28445822,3415253,undefined,100000000
22,3,undefined,100
194,29,undefined,1000
1795,282,undefined,10000
19943,3065,undefined,100000
194680,32938,undefined,1000000
2050274,338463,undefined,10000000
28302258,3428454,undefined,100000000
23,4,undefined,100
193,29,undefined,1000
1881,284,undefined,10000
19496,2883,undefined,100000
195057,32168,undefined,1000000
2047377,337443,undefined,10000000
28400944,3409822,undefined,100000000
22,3,undefined,100
275,35,undefined,1000
1770,345,undefined,10000
19564,2846,undefined,100000
195538,33053,undefined,1000000
2040123,338000,undefined,10000000
28159585,3425719,undefined,100000000
23,3,undefined,100
185,29,undefined,1000
1797,280,undefined,10000
21295,2925,undefined,100000
195513,31825,undefined,1000000
2049443,340339,undefined,10000000
28356246,3404092,undefined,100000000
27,4,undefined,100
183,29,undefined,1000
1825,347,undefined,10000
20887,2911,undefined,100000
194590,32198,undefined,1000000
2053568,341907,undefined,10000000
27783173,3420773,undefined,100000000
29,6,undefined,100
184,35,undefined,1000
1765,346,undefined,10000
19238,2956,undefined,100000
202340,31980,undefined,1000000
2047095,337603,undefined,10000000
27783848,3412841,undefined,100000000
22,3,undefined,100
182,36,undefined,1000
1762,350,undefined,10000
19496,3036,undefined,100000
195562,32468,undefined,1000000
2141970,338046,undefined,10000000
27984153,3412501,undefined,100000000
23,4,undefined,100
223,29,undefined,1000
1775,345,undefined,10000
21646,3027,undefined,100000
195158,32802,undefined,1000000
2052186,337972,undefined,10000000
27641355,3412481,undefined,100000000
24,3,undefined,100
183,28,undefined,1000
1839,286,undefined,10000
21241,2931,undefined,100000
196698,32088,undefined,1000000
2045611,340659,undefined,10000000
27579931,3412601,undefined,100000000
22,3,undefined,100
189,28,undefined,1000
1791,278,undefined,10000
21222,2921,undefined,100000
194993,32185,undefined,1000000
2058777,341849,undefined,10000000
27148212,3408973,undefined,100000000
24,4,undefined,100
185,29,undefined,1000
1796,333,undefined,10000
21366,2938,undefined,100000
194610,33058,undefined,1000000
2046674,338007,undefined,10000000
27322352,3417601,undefined,100000000
22,3,undefined,100
186,29,undefined,1000
1788,352,undefined,10000
19525,3050,undefined,100000
194883,38051,undefined,1000000
2057645,341079,undefined,10000000
27048063,3430814,undefined,100000000
23,4,undefined,100
187,29,undefined,1000
1801,307,undefined,10000
19858,3000,undefined,100000
198754,32594,undefined,1000000
2048235,338385,undefined,10000000
27140801,3423955,undefined,100000000
22,3,undefined,100
190,36,undefined,1000
1763,352,undefined,10000
19471,2986,undefined,100000
194559,32529,undefined,1000000
2147370,338004,undefined,10000000
26650681,3419382,undefined,100000000
28,3,undefined,100
184,28,undefined,1000
1773,350,undefined,10000
21042,2981,undefined,100000
196737,34535,undefined,1000000
2042130,340122,undefined,10000000
26575661,3408671,undefined,100000000
23,3,undefined,100
184,41,undefined,1000
1811,346,undefined,10000
21734,2883,undefined,100000
198682,32565,undefined,1000000
2051839,339194,undefined,10000000
26601294,3404941,undefined,100000000
23,3,undefined,100
187,35,undefined,1000
1815,346,undefined,10000
21360,3028,undefined,100000
194618,32569,undefined,1000000
2043594,338288,undefined,10000000
26536520,3388298,undefined,100000000
22,3,undefined,100
183,28,undefined,1000
1800,345,undefined,10000
21404,2988,undefined,100000
194919,32497,undefined,1000000
2050012,338879,undefined,10000000
26622058,3406421,undefined,100000000
23,4,undefined,100
182,35,undefined,1000
1777,334,undefined,10000
21068,3372,undefined,100000
194451,32922,undefined,1000000
2043494,339790,undefined,10000000
26426269,3405550,undefined,100000000
23,4,undefined,100
184,35,undefined,1000
1803,346,undefined,10000
19715,2864,undefined,100000
205548,39055,undefined,1000000
2049298,340071,undefined,10000000
26423634,3411362,undefined,100000000
23,4,undefined,100
182,28,undefined,1000
1897,348,undefined,10000
19229,3059,undefined,100000
205957,33676,undefined,1000000
2044949,340743,undefined,10000000
26539570,3386131,undefined,100000000
24,3,undefined,100
245,29,undefined,1000
1785,352,undefined,10000
